22:32:25.769435,-0.022,0.024,1.021
22:32:26.067594,-0.032,0.003,1.02
22:32:26.365525,-0.028,0.031,1.019
22:32:26.662104,-0.026,0.031,1.018
22:32:26.960545,-0.027,0.031,1.018
22:32:27.259106,-0.024,0.028,1.018
22:32:27.557723,-0.026,0.032,1.017
22:32:27.856152,-0.024,0.029,1.018
22:32:28.152180,-0.025,0.027,1.018
22:32:28.450758,-0.026,0.025,1.017
22:32:28.749329,-0.029,0.027,1.018
22:32:29.041324,-0.029,0.03,1.018
22:32:29.332663,-0.028,0.027,1.019
22:32:29.621063,-0.024,0.026,1.018
22:32:29.914810,-0.025,0.03,1.017
22:32:30.205388,-0.028,0.033,1.018
22:32:30.501850,-0.024,0.024,1.019
22:32:30.804939,-0.028,0.023,1.018
22:32:31.101764,-0.03,0.026,1.017
22:32:31.400159,-0.028,0.032,1.018
22:32:31.698139,-0.028,0.032,1.017
22:32:31.996178,-0.023,0.029,1.019
22:32:32.291452,-0.03,0.037,1.017
22:32:32.590560,-0.027,0.033,1.019
22:32:32.888772,-0.023,0.026,1.019
22:32:33.186840,-0.026,0.029,1.017
22:32:33.484979,-0.026,0.033,1.018
22:32:33.781653,-0.026,0.025,1.018
22:32:34.079902,-0.024,0.03,1.019
22:32:34.379131,-0.029,0.027,1.02
22:32:34.682347,-0.03,0.02,1.02
22:32:34.980483,-0.029,0.031,1.019
22:32:35.278337,-0.024,0.028,1.02
22:32:35.576537,-0.016,0.034,1.021
22:32:35.872408,-0.027,0.021,1.02
22:32:36.170700,-0.027,0.027,1.019
22:32:36.471300,-0.027,0.017,1.019
22:32:36.785141,-0.02,0.003,1.018
22:32:37.076593,-0.032,0.042,1.018
22:32:37.372468,-0.022,0.034,1.018
22:32:37.658625,-0.021,0.027,1.021
22:32:37.944761,-0.031,0.028,1.021
22:32:38.231040,-0.026,0.002,1.021
22:32:38.518091,-0.037,-0.036,1.021
22:32:38.812410,-0.021,0.047,1.027
22:32:39.098701,-0.041,0.014,1.021
22:32:39.385242,-0.018,0.028,1.022
22:32:39.671734,-0.036,0.019,1.021
22:32:39.958009,-0.022,0.03,1.021
22:32:40.247776,-0.032,0.035,1.019
22:32:40.561130,-0.029,0.03,1.02
22:32:40.874719,-0.034,0.036,1.02
22:32:41.163468,-0.022,0.034,1.02
22:32:41.457223,-0.028,0.04,1.02
22:32:41.750536,-0.033,0.033,1.02
22:32:42.070811,-0.02,0.033,1.021
22:32:42.357262,-0.034,0.032,1.018
22:32:42.643558,-0.021,0.041,1.022
22:32:42.929723,-0.026,0.036,1.019
22:32:43.215963,-0.034,0.034,1.018
22:32:43.504545,-0.03,0.032,1.016
22:32:43.800713,-0.02,0.044,1.02
22:32:44.105896,-0.035,0.03,1.016
22:32:44.396153,-0.024,0.036,1.019
22:32:44.692793,-0.035,0.031,1.017
22:32:44.979515,-0.032,0.035,1.018
22:32:45.265358,-0.018,0.042,1.02
22:32:45.551918,-0.032,0.032,1.016
22:32:45.839675,-0.027,0.039,1.019
22:32:46.125606,-0.035,0.029,1.016
22:32:46.411645,-0.019,0.046,1.021
22:32:46.702271,-0.045,0.006,1.02
22:32:46.988505,-0.038,-0.199,1.156
22:32:47.274076,0.003,-0.114,1.121
22:32:47.559667,-0.243,0.085,1.187
16:34:37.627703,-0.006,0.059,1.011
16:35:25.042261,-0.002,0.061,1.017
16:35:25.845330,-0.004,0.058,1.016
16:35:26.641017,-0.003,0.058,1.017
16:35:27.429877,-0.003,0.066,1.017
16:35:28.221850,-0.003,0.058,1.017
16:35:29.016364,-0.005,0.059,1.017
16:35:29.815639,-0.005,0.059,1.016
16:35:30.614735,-0.002,0.062,1.016
16:35:31.413314,-0.003,0.062,1.016
16:35:32.209570,-0.003,0.062,1.016
16:35:32.996426,-0.002,0.059,1.017
16:35:33.783967,-0.006,0.064,1.017
16:35:34.577664,-0.005,0.065,1.015
16:35:35.375917,-0.002,0.063,1.016
16:35:36.180914,-0.005,0.058,1.016
16:35:36.976619,-0.004,0.059,1.016
16:35:37.763876,-0.005,0.059,1.016
16:35:38.552391,-0.004,0.065,1.016
16:35:39.349698,-0.003,0.066,1.016
16:35:40.149384,-0.005,0.065,1.015
16:35:40.951459,-0.004,0.064,1.014
16:35:41.751701,-0.004,0.058,1.016
16:37:05.357142,-0.003,0.066,1.016
16:37:07.162321,-0.002,0.061,1.015
16:37:25.485347,-0.004,0.058,1.017
16:37:27.292839,-0.003,0.059,1.017
16:37:29.093263,-0.002,0.063,1.016
16:37:30.891164,-0.004,0.066,1.016
16:37:32.690820,-0.001,0.065,1.017
16:37:34.488631,-0.003,0.066,1.016
16:37:36.289859,-0.004,0.066,1.017
16:37:38.083350,-0.002,0.064,1.017
